,order_number,order_date,customer_name,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,state_name,region,lat,longitude,budget,2017 budget
62484,SO - 0005355,2018-01-21,Golden Corp,Wholesale,Product 5,10,3953.0,39530.0,2213.6800000000003,IL,Illinois,Midwest,41.68366,-88.08834,3925424.5420000004,
62485,SO - 0006596,2018-01-21,H Ltd,Wholesale,Product 25,6,2445.5,14673.0,1980.855,NY,New York,Northeast,42.73911,-78.85713,5342315.484,
62486,SO - 0010122,2018-01-21,Skajo Ltd,Wholesale,Product 26,7,944.7,6612.900000000001,462.903,IL,Illinois,Midwest,41.74917,-88.16202,5685138.2700000005,
62487,SO - 0009090,2018-01-21,Fivechat Company,Distributor,Product 2,7,3892.7000000000003,27248.9,2452.4010000000003,NY,New York,Northeast,40.88409,-73.37676,3050087.565,
62488,SO - 0001793,2018-01-22,Cogidoo Company,Distributor,Product 25,7,3872.6,27108.2,3252.984,GA,Georgia,South,33.9526,-84.54993,5342315.484,
62489,SO - 0002264,2018-01-22,US Ltd,Wholesale,Product 6,7,2619.7000000000003,18337.9,1938.5780000000002,NY,New York,Northeast,43.15478,-77.61556,1672229.416,
62490,SO - 0003156,2018-01-22,Topiczoom Corp,Export,Product 16,11,1045.2,11497.2,470.34000000000003,AZ,Arizona,West,33.50921,-111.89903,2062061.144,
62491,SO - 0004639,2018-01-22,Eayo Company,Export,Product 17,8,904.5,7236.0,768.8249999999999,CT,Connecticut,Northeast,41.39482,-73.45401,2119616.824,
62492,SO - 0005123,2018-01-22,WOONSOCKET Corp,Wholesale,Product 1,6,1279.7,7678.200000000001,639.85,CO,Colorado,West,39.688,-104.68974,3016489.209,
62493,SO - 0005635,2018-01-22,Oozz Group,Wholesale,Product 17,12,2519.2000000000003,30230.4,1058.064,GA,Georgia,South,33.85844,-84.3402,2119616.824,
62494,SO - 0009231,2018-01-22,Zoomdog Corp,Wholesale,Product 25,8,2010.0,16080.0,1386.8999999999999,VA,Virginia,South,36.97876,-76.428,5342315.484,
62495,SO - 0009624,2018-01-22,Vimbo Company,Wholesale,Product 14,12,2365.1,28381.199999999997,1821.127,MO,Missouri,Midwest,39.01695,-94.28161,4028698.4090000005,
62496,SO - 0003397,2018-01-22,Aimbo Corp,Wholesale,Product 19,10,201.0,2010.0,142.70999999999998,TX,Texas,South,33.21484,-97.13307,1645841.6,
62497,SO - 0007928,2018-01-22,Flipbug Ltd,Distributor,Product 7,6,3865.9,23195.4,2280.881,CA,California,West,36.91023,-121.75689,889737.555,
62498,SO - 000302,2018-01-22,Twinte Group,Distributor,Product 1,6,3336.6,20019.6,2035.3259999999998,CA,California,West,32.83838,-116.97392,3016489.209,
62499,SO - 0001107,2018-01-22,CARDINAL Group,Distributor,Product 3,9,3999.9,35999.1,2559.936,NJ,New Jersey,Northeast,40.94585,-74.24508,2642352.432,
62500,SO - 0001877,2018-01-22,Zoonoodle Ltd,Export,Product 5,7,6566.0,45962.0,4202.24,IL,Illinois,Midwest,41.94095,-88.20373,3925424.5420000004,
62501,SO - 0002006,2018-01-22,Arbor Company,Wholesale,Product 15,11,1996.6000000000001,21962.600000000002,1078.1640000000002,CA,California,West,33.49364,-117.14836,3299478.315,
62502,SO - 0002769,2018-01-22,Organon Corp,Distributor,Product 18,10,3886.0,38860.0,2137.3,CO,Colorado,West,39.57916,-104.87692,2309499.045,
62503,SO - 0005151,2018-01-22,Ozu Ltd,Distributor,Product 15,6,857.6,5145.6,531.712,TX,Texas,South,32.90983,-96.63033,3299478.315,
62504,SO - 0005582,2018-01-22,MEIJER Corp,Wholesale,Product 3,7,2539.3,17775.100000000002,1625.152,IA,Iowa,Midwest,41.72971,-93.60577,2642352.432,
62505,SO - 0005646,2018-01-22,Terumo Corp,Distributor,Product 22,7,1085.4,7597.800000000001,445.014,IN,Indiana,Midwest,39.778,-86.14584,663601.902,
62506,SO - 0007430,2018-01-22,Accord Group,Distributor,Product 3,8,944.7,7557.6,651.843,MD,Maryland,South,38.62456,-76.93914,2642352.432,
62507,SO - 0010388,2018-01-22,Viva Ltd,Export,Product 21,9,1273.0,11457.0,814.72,IL,Illinois,Midwest,41.51591,-87.60098,959899.2180000001,
62508,SO - 0009032,2018-01-22,Eayo Company,Wholesale,Product 5,11,261.3,2874.3,175.07100000000003,IL,Illinois,Midwest,41.69112,-88.10157,3925424.5420000004,
62509,SO - 000484,2018-01-22,Cogilith Group,Distributor,Product 4,5,891.1,4455.5,579.215,WA,Washington,West,47.67323,-117.23937,2885560.824,
62510,SO - 0001563,2018-01-22,Twimbo Company,Export,Product 18,8,2291.4,18331.2,1810.2060000000001,MO,Missouri,Midwest,38.78394,-90.48123,2309499.045,
62511,SO - 0002310,2018-01-22,Nlounge Ltd,Wholesale,Product 12,11,2452.2000000000003,26974.200000000004,1888.1940000000002,TX,Texas,South,30.67436,-96.36996,1356976.996,
62512,SO - 0002315,2018-01-22,Brightdog Corp,Wholesale,Product 1,5,964.8000000000001,4824.0,569.232,CO,Colorado,West,39.88219,-105.06443,3016489.209,
62513,SO - 0002634,2018-01-22,Fred's Company,Wholesale,Product 3,7,1125.6000000000001,7879.200000000001,585.3120000000001,TX,Texas,South,29.56294,-95.536,2642352.432,
62514,SO - 0003757,2018-01-22,Bath Group,Wholesale,Product 25,9,2445.5,22009.5,1393.935,NY,New York,Northeast,40.84989,-72.46349,5342315.484,
62515,SO - 0005143,2018-01-22,Feednation Corp,Export,Product 5,12,964.8000000000001,11577.6,472.752,CA,California,West,37.323,-122.03218,3925424.5420000004,
62516,SO - 0007615,2018-01-22,Cantrell Company,Wholesale,Product 13,6,167.5,1005.0,125.625,CA,California,West,37.33939,-121.89496,3720639.645,
62517,SO - 0009496,2018-01-22,Roberts Company,Distributor,Product 25,6,5386.8,32320.800000000003,3070.4759999999997,NY,New York,Northeast,40.62472,-73.95222,5342315.484,
62518,SO - 0008182,2018-01-22,Zooveo Company,Wholesale,Product 13,12,1728.6000000000001,20743.2,726.0120000000001,MI,Michigan,Midwest,42.30754,-83.48577,3720639.645,
62519,SO - 0008868,2018-01-22,Oba Company,Wholesale,Product 15,9,917.9,8261.1,468.129,TX,Texas,South,29.69106,-95.2091,3299478.315,
62520,SO - 000270,2018-01-22,Twinte Group,Wholesale,Product 1,8,247.9,1983.2,195.841,AZ,Arizona,West,33.42227,-111.82264,3016489.209,
62521,SO - 000407,2018-01-22,Kazu Corp,Export,Product 16,6,1842.5,11055.0,1050.225,FL,Florida,South,27.33643,-82.53065,2062061.144,
62522,SO - 0003734,2018-01-22,Divanoodle Ltd,Distributor,Product 14,7,1132.3,7926.099999999999,668.0569999999999,MI,Michigan,Midwest,43.01253,-83.68746,4028698.4090000005,
62523,SO - 0006212,2018-01-22,CLINIQUE Ltd,Wholesale,Product 13,7,1011.7,7081.900000000001,839.711,NM,New Mexico,West,35.68698,-105.9378,3720639.645,
62524,SO - 0008187,2018-01-22,Fred's Company,Wholesale,Product 24,12,3966.4,47596.8,2300.5119999999997,FL,Florida,South,26.10037,-80.39977,756557.97,
62525,SO - 0008410,2018-01-22,Unit Ltd,Distributor,Product 13,7,2358.4,16508.8,1462.208,FL,Florida,South,26.23786,-80.12477,3720639.645,
62526,SO - 0009344,2018-01-22,Brightdog Corp,Wholesale,Product 6,9,1058.6000000000001,9527.400000000001,762.1920000000001,WA,Washington,West,47.32232,-122.31262,1672229.416,
62527,SO - 0008449,2018-01-22,Eire Corp,Distributor,Product 26,11,261.3,2874.3,222.105,NY,New York,Northeast,40.93121,-73.89875,5685138.2700000005,
62528,SO - 0010606,2018-01-22,American Corp,Wholesale,Product 23,5,1762.1000000000001,8810.5,1444.922,TX,Texas,South,32.8343,-97.2289,1135815.7580000001,
62529,SO - 0010191,2018-01-22,American Corp,Distributor,Product 19,9,891.1,8019.900000000001,436.639,NY,New York,Northeast,41.05369,-73.94809,1645841.6,
62530,SO - 000350,2018-01-22,Shuffledri Group,Distributor,Product 13,12,1949.7,23396.4,1520.766,NC,North Carolina,South,35.78088,-78.81327,3720639.645,
62531,SO - 0004260,2018-01-22,Z.H.T. Group,Wholesale,Product 13,9,5587.8,50290.200000000004,2738.022,CA,California,West,33.83529,-117.9145,3720639.645,
62532,SO - 0004859,2018-01-22,SAFEWAY Ltd,Wholesale,Product 2,6,2425.4,14552.400000000001,1164.192,FL,Florida,South,26.71534,-80.05337,3050087.565,
62533,SO - 0010368,2018-01-22,Flipbug Ltd,Export,Product 26,10,3825.7000000000003,38257.0,1759.8220000000001,VA,Virginia,South,36.72821,-76.58356,5685138.2700000005,
62534,SO - 0008900,2018-01-22,Wordpedia Ltd,Wholesale,Product 2,5,964.8000000000001,4824.0,791.136,NJ,New Jersey,Northeast,40.50677,-74.26542,3050087.565,
62535,SO - 0001355,2018-01-23,BTA Corp,Wholesale,Product 26,6,3946.3,23677.800000000003,3314.892,CA,California,West,37.36883,-122.03635,5685138.2700000005,
62536,SO - 0002038,2018-01-23,US Ltd,Distributor,Product 2,6,891.1,5346.6,481.194,CA,California,West,33.96085,-118.04173,3050087.565,
62537,SO - 0003724,2018-01-23,Browsetype Corp,Export,Product 27,9,3832.4,34491.6,1647.932,NJ,New Jersey,Northeast,40.21705,-74.74294,964940.2310000001,
62538,SO - 0005672,2018-01-23,Brightdog Corp,Export,Product 3,5,1313.2,6566.0,958.636,PA,Pennsylvania,Northeast,40.44062,-79.99589,2642352.432,
62539,SO - 0006577,2018-01-23,True Ltd,Wholesale,Product 13,9,6478.900000000001,58310.100000000006,5183.120000000001,TX,Texas,South,31.46377,-100.43704,3720639.645,
62540,SO - 0007695,2018-01-23,Zoovu Corp,Distributor,Product 6,10,3068.6,30686.0,1442.242,AL,Alabama,South,33.20984,-87.56917,1672229.416,
62541,SO - 0007897,2018-01-23,Zoonoodle Ltd,Distributor,Product 25,11,2237.8,24615.800000000003,1230.7900000000002,MO,Missouri,Midwest,39.01695,-94.28161,5342315.484,
62542,SO - 0009314,2018-01-23,Zoomdog Corp,Wholesale,Product 25,12,2532.6,30391.199999999997,2152.71,CT,Connecticut,Northeast,41.7607,-72.60765,5342315.484,
62543,SO - 0006565,2018-01-23,Walgreen Corp,Distributor,Product 28,5,3926.2000000000003,19631.0,3140.9600000000005,GA,Georgia,South,33.85844,-84.3402,1003867.767,
62544,SO - 0007976,2018-01-23,Remedy Ltd,Wholesale,Product 13,7,984.9,6894.3,482.601,TN,Tennessee,South,35.84562,-86.39027,3720639.645,
62545,SO - 0010156,2018-01-23,sanofi-ave Group,Distributor,Product 25,9,2432.1,21888.899999999998,1556.5439999999999,OR,Oregon,West,45.52289,-122.98983,5342315.484,
62546,SO - 0002260,2018-01-23,Zoonder Group,Distributor,Product 25,5,2753.7000000000003,13768.500000000002,1459.4610000000002,NY,New York,Northeast,40.72593,-73.51429,5342315.484,
62547,SO - 0003915,2018-01-23,Gabvine Ltd,Wholesale,Product 19,7,1092.1000000000001,7644.700000000001,513.287,VA,Virginia,South,36.81904,-76.27494,1645841.6,
62548,SO - 0005231,2018-01-23,CARDINAL Group,Wholesale,Product 15,11,3852.5,42377.5,1926.25,AZ,Arizona,West,32.22174,-110.92648,3299478.315,
62549,SO - 0006058,2018-01-23,Cantrell Company,Export,Product 2,10,1728.6000000000001,17286.0,726.0120000000001,NJ,New Jersey,Northeast,40.63371,-74.40737,3050087.565,
62550,SO - 0010639,2018-01-23,Fred's Company,Distributor,Product 30,10,1011.7,10117.0,799.243,CA,California,West,37.93187,-121.69579,1011609.684,
62551,SO - 0010227,2018-01-23,US Ltd,Wholesale,Product 16,12,241.20000000000002,2894.4,120.60000000000001,ID,Idaho,West,43.54072,-116.56346,2062061.144,
62552,SO - 000229,2018-01-23,Thoughtmix Ltd,Export,Product 17,11,844.2,9286.2,565.614,WI,Wisconsin,Midwest,43.07305,-89.40123,2119616.824,
62553,SO - 000308,2018-01-23,Eire Corp,Distributor,Product 1,11,1045.2,11497.2,533.052,CT,Connecticut,Northeast,41.55815,-73.0515,3016489.209,
62554,SO - 0002038,2018-01-23,US Ltd,Distributor,Product 2,6,891.1,5346.6,481.194,FL,Florida,South,26.82339,-80.13865,3050087.565,
62555,SO - 0003078,2018-01-23,Organon Corp,Wholesale,Product 13,9,797.3000000000001,7175.700000000001,645.8130000000001,TX,Texas,South,30.17256,-95.50981,3720639.645,
62556,SO - 0003619,2018-01-23,Aimbo Corp,Wholesale,Product 4,10,2539.3,25393.0,2082.226,MA,Massachusetts,Northeast,42.3751,-71.10561,2885560.824,
62557,SO - 0004968,2018-01-23,Safecor Corp,Wholesale,Product 10,12,1078.7,12944.400000000001,431.48,GA,Georgia,South,33.85844,-84.3402,864331.624,
62558,SO - 0005128,2018-01-23,Shuffledri Group,Distributor,Product 26,5,227.8,1139.0,161.738,CA,California,West,32.79477,-116.96253,5685138.2700000005,
62559,SO - 0005360,2018-01-23,GOOD Ltd,Export,Product 26,11,1065.3,11718.3,490.038,TX,Texas,South,25.90175,-97.49748,5685138.2700000005,
62560,SO - 0005689,2018-01-23,Actavis Company,Distributor,Product 15,5,1058.6000000000001,5293.000000000001,783.3640000000001,FL,Florida,South,27.29393,-80.35033,3299478.315,
62561,SO - 0007364,2018-01-23,Mydeo Ltd,Wholesale,Product 25,8,4006.6,32052.8,2323.828,GA,Georgia,South,33.85844,-84.3402,5342315.484,
62562,SO - 0007687,2018-01-23,Aibox Company,Wholesale,Product 12,12,1025.1000000000001,12301.2,656.0640000000001,CA,California,West,33.74585,-117.82617,1356976.996,
62563,SO - 0009595,2018-01-23,Janyx Group,Wholesale,Product 17,12,1118.9,13426.800000000001,447.56000000000006,FL,Florida,South,26.71534,-80.05337,2119616.824,
62564,SO - 0009796,2018-01-23,Blogtags Ltd,Distributor,Product 24,8,5741.900000000001,45935.200000000004,3272.883,KY,Kentucky,South,37.77422,-87.11333,756557.97,
62565,SO - 0002574,2018-01-23,Roomm Company,Distributor,Product 18,9,2740.3,24662.7,1863.4040000000002,CA,California,West,38.67796,-121.17606,2309499.045,
62566,SO - 0004683,2018-01-23,Jabbercube Corp,Distributor,Product 15,6,1876.0,11256.0,1331.96,FL,Florida,South,28.53834,-81.37924,3299478.315,
62567,SO - 0004944,2018-01-23,Gigabox Group,Distributor,Product 9,5,187.6,938.0,153.832,FL,Florida,South,27.94752,-82.45843,710415.405,
62568,SO - 0007348,2018-01-23,Terumo Corp,Wholesale,Product 12,11,1835.8,20193.8,844.468,NY,New York,Northeast,42.12662,-76.03324,1356976.996,
62569,SO - 0008399,2018-01-23,Rooxo Company,Distributor,Product 8,8,1072.0,8576.0,600.32,UT,Utah,West,40.39162,-111.85077,1085037.3290000001,
62570,SO - 0003982,2018-01-23,Colgate-Pa Group,Distributor,Product 22,8,5105.400000000001,40843.200000000004,2042.1600000000003,FL,Florida,South,27.29393,-80.35033,663601.902,
62571,SO - 0004241,2018-01-23,Geiss Company,Distributor,Product 25,7,1018.4,7128.8,427.72799999999995,UT,Utah,West,41.223,-111.97383,5342315.484,
62572,SO - 0007336,2018-01-23,Holston Company,Distributor,Product 25,11,1125.6000000000001,12381.600000000002,619.0800000000002,ID,Idaho,West,42.87158,-112.46556,5342315.484,
62573,SO - 0010576,2018-01-23,ALK-Abello Ltd,Distributor,Product 13,5,864.3000000000001,4321.5,363.00600000000003,CO,Colorado,West,39.92054,-105.08665,3720639.645,
62574,SO - 0008638,2018-01-23,MEIJER Corp,Wholesale,Product 14,9,3966.4,35697.6,1586.5600000000002,FL,Florida,South,27.49893,-82.57482,4028698.4090000005,
62575,SO - 0010783,2018-01-23,Zoovu Corp,Export,Product 17,6,1132.3,6793.799999999999,928.4859999999999,OR,Oregon,West,44.56457,-123.26204,2119616.824,
62576,SO - 0001221,2018-01-24,Avamba Company,Distributor,Product 19,8,6505.7,52045.6,4293.762,PA,Pennsylvania,Northeast,42.12922,-80.08506,1645841.6,
62577,SO - 0003297,2018-01-24,Twitterbri Ltd,Wholesale,Product 26,9,3946.3,35516.700000000004,3157.0400000000004,TX,Texas,South,29.61968,-95.63495,5685138.2700000005,
62578,SO - 0003412,2018-01-24,Fatz Group,Wholesale,Product 3,12,1065.3,12783.599999999999,628.5269999999999,IL,Illinois,Midwest,39.84031,-88.9548,2642352.432,
62579,SO - 0004679,2018-01-24,Army Group,Distributor,Product 13,8,187.6,1500.8,99.428,CA,California,West,34.02862,-117.81034,3720639.645,
62580,SO - 0004987,2018-01-24,Tagfeed Ltd,Wholesale,Product 2,12,5226.0,62712.0,3240.12,IL,Illinois,Midwest,42.08836,-87.98063,3050087.565,
62581,SO - 0006124,2018-01-24,Linklinks Ltd,Wholesale,Product 2,12,1098.8,13185.599999999999,868.052,IL,Illinois,Midwest,41.88503,-87.7845,3050087.565,
62582,SO - 0007601,2018-01-24,Colgate-Pa Group,Wholesale,Product 29,11,1996.6000000000001,21962.600000000002,1098.13,IN,Indiana,Midwest,41.65183,-85.94312,594471.5700000001,
62583,SO - 0009154,2018-01-24,Rochester Group,Wholesale,Product 14,10,5118.8,51188.0,3890.288,CA,California,West,34.53611,-117.29116,4028698.4090000005,
62584,SO - 0010444,2018-01-24,Topco Company,Wholesale,Product 13,6,5473.900000000001,32843.4,2408.516,CA,California,West,36.06523,-119.01677,3720639.645,
62585,SO - 0010506,2018-01-24,GOOD Ltd,Distributor,Product 5,10,5266.2,52662.0,3528.3540000000003,SC,South Carolina,South,34.92487,-81.02508,3925424.5420000004,
62586,SO - 0008151,2018-01-24,WOONSOCKET Corp,Wholesale,Product 15,7,1728.6000000000001,12100.2,1400.1660000000002,IL,Illinois,Midwest,41.948,-87.98061,3299478.315,
62587,SO - 0001071,2018-01-24,Browsebug Company,Export,Product 13,10,1112.2,11122.0,500.49,ID,Idaho,West,43.54072,-116.56346,3720639.645,
62588,SO - 0001771,2018-01-24,Omba Group,Wholesale,Product 6,10,1246.2,12462.0,847.416,CA,California,West,38.35658,-121.98774,1672229.416,
62589,SO - 0002970,2018-01-24,Mita Corp,Wholesale,Product 30,11,2244.5,24689.5,1705.82,CA,California,West,36.91023,-121.75689,1011609.684,
62590,SO - 0003243,2018-01-24,EMD Group,Wholesale,Product 25,6,1105.5,6633.0,740.6850000000001,VA,Virginia,South,37.02987,-76.34522,5342315.484,
62591,SO - 0005087,2018-01-24,Skippad Ltd,Wholesale,Product 4,7,1159.1000000000001,8113.700000000001,718.642,UT,Utah,West,40.69161,-112.00105,2885560.824,
62592,SO - 0005101,2018-01-24,State Ltd,Export,Product 15,11,3959.7000000000003,43556.700000000004,2375.82,CA,California,West,37.323,-122.03218,3299478.315,
62593,SO - 0005535,2018-01-24,Oba Company,Wholesale,Product 19,8,1118.9,8951.2,928.687,FL,Florida,South,29.21081,-81.02283,1645841.6,
62594,SO - 0005716,2018-01-24,Skidoo Company,Wholesale,Product 20,12,234.5,2814.0,189.94500000000002,AL,Alabama,South,34.57332,-86.99214,2067108.1199999999,
62595,SO - 0006524,2018-01-24,The Ltd,Wholesale,Product 17,11,1072.0,11792.0,696.8000000000001,CA,California,West,37.33939,-121.89496,2119616.824,
62596,SO - 0007786,2018-01-24,Fivebridge Ltd,Distributor,Product 25,6,1755.4,10532.400000000001,1456.982,IL,Illinois,Midwest,42.03336,-87.8834,5342315.484,
62597,SO - 0009614,2018-01-24,Accudial Company,Wholesale,Product 3,8,2278.0,18224.0,1571.82,GA,Georgia,South,30.8327,-83.27849,2642352.432,
62598,SO - 0008285,2018-01-24,Ozu Ltd,Distributor,Product 15,6,857.6,5145.6,531.712,NY,New York,Northeast,42.65258,-73.75623,3299478.315,
62599,SO - 0008883,2018-01-24,Camido Company,Export,Product 15,11,1005.0,11055.0,643.2,GA,Georgia,South,33.85844,-84.3402,3299478.315,
62600,SO - 000777,2018-01-24,Shuffledri Group,Wholesale,Product 26,10,984.9,9849.0,689.43,AL,Alabama,South,30.69436,-88.04305,5685138.2700000005,
62601,SO - 0003548,2018-01-24,H Ltd,Export,Product 26,7,1172.5,8207.5,644.875,IL,Illinois,Midwest,41.77475,-87.8596,5685138.2700000005,
62602,SO - 0004554,2018-01-24,Roomm Company,Wholesale,Product 15,6,1728.6000000000001,10371.6,1452.0240000000001,CT,Connecticut,Northeast,41.39482,-73.45401,3299478.315,
62603,SO - 0005181,2018-01-24,Nexus Group,Wholesale,Product 17,7,4020.0,28140.0,2613.0,WA,Washington,West,46.23958,-119.10057,2119616.824,
62604,SO - 0006122,2018-01-24,Walgreen Corp,Export,Product 20,7,1916.2,13413.4,1092.234,UT,Utah,West,40.60967,-111.9391,2067108.1199999999,
62605,SO - 0007973,2018-01-24,Chatterpoi Corp,Wholesale,Product 25,6,5386.8,32320.800000000003,2908.8720000000003,MA,Massachusetts,Northeast,42.33176,-71.12116,5342315.484,
62606,SO - 0010526,2018-01-24,Roberts Company,Distributor,Product 21,8,964.8000000000001,7718.400000000001,742.8960000000001,IL,Illinois,Midwest,40.11642,-88.24338,959899.2180000001,
62607,SO - 0010328,2018-01-24,Gigabox Group,Wholesale,Product 1,7,1058.6000000000001,7410.200000000001,783.3640000000001,CT,Connecticut,Northeast,41.30815,-72.92816,3016489.209,
62608,SO - 0010001,2018-01-24,Twinte Group,Wholesale,Product 26,8,3899.4,31195.2,2573.6040000000003,CA,California,West,34.21639,-119.0376,5685138.2700000005,
62609,SO - 0010744,2018-01-24,Terumo Corp,Distributor,Product 13,9,991.6,8924.4,436.30400000000003,IN,Indiana,Midwest,41.61329,-87.47085,3720639.645,
62610,SO - 000907,2018-01-24,Fatz Group,Wholesale,Product 14,6,2365.1,14190.599999999999,1986.6839999999997,TX,Texas,South,33.15543,-96.8226,4028698.4090000005,
62611,SO - 0002974,2018-01-24,Actavis Company,Wholesale,Product 6,8,1695.1000000000001,13560.800000000001,1186.57,WA,Washington,West,46.60207,-120.5059,1672229.416,
62612,SO - 0003257,2018-01-24,Holston Company,Wholesale,Product 27,6,2566.1,15396.599999999999,1437.016,MO,Missouri,Midwest,39.76861,-94.84663,964940.2310000001,
62613,SO - 0003288,2018-01-24,Tagfeed Ltd,Wholesale,Product 25,10,1045.2,10452.0,731.64,NJ,New Jersey,Northeast,39.48623,-75.02573,5342315.484,
62614,SO - 0003393,2018-01-24,Roberts Company,Wholesale,Product 20,9,5534.2,49807.799999999996,4095.308,LA,Louisiana,South,30.22409,-92.01984,2067108.1199999999,
62615,SO - 0007015,2018-01-24,Voolith Ltd,Wholesale,Product 10,10,1139.0,11390.0,911.2,IL,Illinois,Midwest,42.04114,-87.69006,864331.624,
62616,SO - 0007730,2018-01-24,Blogtags Ltd,Wholesale,Product 25,5,5601.2,28006.0,4312.924,IL,Illinois,Midwest,41.76635,-88.2009,5342315.484,
62617,SO - 0009182,2018-01-24,Twimbo Company,Distributor,Product 1,12,3825.7000000000003,45908.4,3175.331,FL,Florida,South,28.47689,-82.52546,3016489.209,
62618,SO - 0009783,2018-01-24,Cogilith Group,Distributor,Product 25,7,1018.4,7128.8,672.144,UT,Utah,West,40.59161,-111.8841,5342315.484,
62619,SO - 0008858,2018-01-24,Twimbo Company,Distributor,Product 30,8,757.1,6056.8,386.12100000000004,MO,Missouri,Midwest,38.78922,-90.32261,1011609.684,
62620,SO - 0009265,2018-01-24,Aimbo Corp,Wholesale,Product 18,11,5279.6,58075.600000000006,3167.76,NY,New York,Northeast,40.72593,-73.51429,2309499.045,
62621,SO - 0001354,2018-01-24,Skidoo Company,Wholesale,Product 26,5,2010.0,10050.0,1346.7,NJ,New Jersey,Northeast,40.85843,-74.16376,5685138.2700000005,
62622,SO - 0004472,2018-01-24,Realpoint Corp,Wholesale,Product 1,7,1038.5,7269.5,477.71000000000004,CO,Colorado,West,39.57916,-104.87692,3016489.209,
62623,SO - 0005072,2018-01-24,Jaxbean Group,Wholesale,Product 2,9,3979.8,35818.200000000004,3024.648,AZ,Arizona,West,33.7862,-112.30801,3050087.565,
62624,SO - 0006043,2018-01-24,Skyble Corp,Wholesale,Product 5,7,2499.1,17493.7,1074.613,AR,Arkansas,South,34.76954,-92.26709,3925424.5420000004,
62625,SO - 0007682,2018-01-24,Skyvu Group,Distributor,Product 25,10,1849.2,18492.0,887.616,SC,South Carolina,South,34.0291,-80.89804,5342315.484,
62626,SO - 0007793,2018-01-24,Talane Group,Export,Product 19,6,1822.4,10934.400000000001,1184.5600000000002,CA,California,West,33.96085,-118.04173,1645841.6,
62627,SO - 0007981,2018-01-24,General Company,Wholesale,Product 21,11,4020.0,44220.0,3135.6,CA,California,West,38.61713,-121.32828,959899.2180000001,
62628,SO - 0009420,2018-01-24,CLINIQUE Ltd,Wholesale,Product 12,5,5286.3,26431.5,3013.191,IL,Illinois,Midwest,41.84333,-87.79093,1356976.996,
62629,SO - 0001402,2018-01-24,Revitol Company,Wholesale,Product 7,6,2264.6,13587.599999999999,1494.636,MD,Maryland,South,38.62456,-76.93914,889737.555,
62630,SO - 0002144,2018-01-24,Family Corp,Distributor,Product 17,11,1125.6000000000001,12381.600000000002,619.0800000000002,MI,Michigan,Midwest,42.86947,-85.64475,2119616.824,
62631,SO - 0002697,2018-01-24,Army Group,Wholesale,Product 4,10,710.2,7102.0,553.956,CT,Connecticut,Northeast,41.1176,-73.4079,2885560.824,
62632,SO - 0004308,2018-01-24,Organon Corp,Distributor,Product 6,6,1065.3,6391.799999999999,788.322,OK,Oklahoma,South,34.60869,-98.39033,1672229.416,
62633,SO - 0004468,2018-01-24,Feednation Corp,Distributor,Product 20,5,1045.2,5226.0,512.148,IN,Indiana,Midwest,41.59337,-87.34643,2067108.1199999999,
62634,SO - 0009195,2018-01-24,Cadila Ltd,Wholesale,Product 21,7,3845.8,26920.600000000002,2768.976,NV,Nevada,West,36.02525,-115.24194,959899.2180000001,
62635,SO - 0001394,2018-01-25,Unit Ltd,Wholesale,Product 2,5,964.8000000000001,4824.0,762.1920000000001,MD,Maryland,South,39.29038,-76.61219,3050087.565,
62636,SO - 0001566,2018-01-25,Arbor Company,Wholesale,Product 7,9,3410.3,30692.7,2387.21,CA,California,West,33.96358,-117.56418,889737.555,
62637,SO - 0007561,2018-01-25,Muxo Group,Wholesale,Product 16,6,2626.4,15758.400000000001,1680.8960000000002,GA,Georgia,South,33.9526,-84.54993,2062061.144,
62638,SO - 0006323,2018-01-25,Golden Corp,Wholesale,Product 26,8,2525.9,20207.2,1010.3600000000001,CT,Connecticut,Northeast,41.22509,-73.06111,5685138.2700000005,
62639,SO - 0006939,2018-01-25,Z.H.T. Group,Wholesale,Product 12,8,5661.5,45292.0,3623.36,NY,New York,Northeast,43.1787,-76.19211,1356976.996,
62640,SO - 0007559,2018-01-25,Viva Ltd,Wholesale,Product 3,9,3289.7000000000003,29607.300000000003,2500.172,IL,Illinois,Midwest,41.60815,-87.85929,2642352.432,
62641,SO - 000780,2018-01-25,Cogidoo Company,Export,Product 19,5,3819.0,19095.0,2024.0700000000002,SC,South Carolina,South,34.0291,-80.89804,1645841.6,
62642,SO - 0001298,2018-01-25,Avamba Company,Distributor,Product 6,12,951.4,11416.8,437.644,FL,Florida,South,28.80055,-81.27312,1672229.416,
62643,SO - 0001686,2018-01-25,Golden Corp,Distributor,Product 18,9,1976.5,17788.5,1264.96,CA,California,West,34.09751,-117.64839,2309499.045,
62644,SO - 0004506,2018-01-25,Rochester Group,Wholesale,Product 13,10,3872.6,38726.0,2207.3819999999996,CA,California,West,38.35658,-121.98774,3720639.645,
62645,SO - 0005101,2018-01-25,State Ltd,Export,Product 15,11,3959.7000000000003,43556.700000000004,2375.82,FL,Florida,South,26.24453,-80.20644,3299478.315,
62646,SO - 0005209,2018-01-25,Chatterbri Ltd,Wholesale,Product 23,6,221.1,1326.6,163.614,TX,Texas,South,30.67436,-96.36996,1135815.7580000001,
